Property Address,Tree Location,Property Side,Species,Diameter in Inches,Tree Number
"817 ATWELLS AVE
Providence, RI
(41.82488719675198, -71.4439633663581)",ATWELLS AVE,Front,Gleditsia triacanthos,8,1
"821 ATWELLS AVE
Providence, RI
(41.82489641888955, -71.44411092055925)",ATWELLS AVE,Front,Gleditsia triacanthos,13,1
"787 ATWELLS AVE
Providence, RI
(41.82484450301646, -71.44315127511025)",ATWELLS AVE,Front,Gleditsia triacanthos,11,1
"781 ATWELLS AVE
Providence, RI
(41.824824353116725, -71.44282270024836)",ATWELLS AVE,Front,Gleditsia triacanthos,8,1
"777 ATWELLS AVE
Providence, RI
(41.82481540221474, -71.44267849127189)",ATWELLS AVE,Front,Gleditsia triacanthos,13,1
"771 ATWELLS AVE
Providence, RI
(41.82480197586756, -71.44246217790071)",ATWELLS AVE,Front,Gleditsia triacanthos,12,1
"755 ATWELLS AVE
Providence, RI
(41.82476617227121, -71.44188534218186)",ATWELLS AVE,Front,Gleditsia triacanthos,13,1
"749 ATWELLS AVE
Providence, RI
(41.82475274592258, -71.44166902878729)",ATWELLS AVE,Front,Gleditsia triacanthos,13,1
"737 ATWELLS AVE
Providence, RI
(41.82473020169978, -71.44127035518677)",ATWELLS AVE,Front,Gleditsia triacanthos,12,1
"733 ATWELLS AVE
Providence, RI
(41.824723438798124, -71.44114608686876)",ATWELLS AVE,Front,Gleditsia triacanthos,12,1
"727 ATWELLS AVE
Providence, RI
(41.82471329444564, -71.44095968439176)",ATWELLS AVE,Front,Gleditsia triacanthos,11,1
"723 ATWELLS AVE
Providence, RI
(41.824706531543974, -71.44083541607374)",ATWELLS AVE,Front,Gleditsia triacanthos,12,1
"717 ATWELLS AVE
Providence, RI
(41.82469638719149, -71.44064901359674)",ATWELLS AVE,Front,Gleditsia triacanthos,12,1
"703 ATWELLS AVE
Providence, RI
(41.82467289755457, -71.44021433771087)",ATWELLS AVE,Front,Gleditsia triacanthos,5,1
"697 ATWELLS AVE
Providence, RI
(41.8246636754157, -71.44001836726004)",ATWELLS AVE,Front,Gleditsia triacanthos,8,1
"691 ATWELLS AVE
Providence, RI
(41.82465445327682, -71.4398223968092)",ATWELLS AVE,Front,Gleditsia triacanthos,12,1
"692 ATWELLS AVE
Providence, RI
(41.82453303691406, -71.43957690853593)",ATWELLS AVE,Front,Gleditsia triacanthos,10,1
"700 ATWELLS AVE
Providence, RI
(41.8245465627174, -71.43986433185651)",ATWELLS AVE,Front,Gleditsia triacanthos,8,1
"716 ATWELLS AVE
Providence, RI
(41.82457470051299, -71.44043312372027)",ATWELLS AVE,Front,Gleditsia triacanthos,11,1
"736 ATWELLS AVE
Providence, RI
(41.8246144822867, -71.44116411381225)",ATWELLS AVE,Front,Gleditsia triacanthos,12,1
"746 ATWELLS AVE
Providence, RI
(41.82463437317484, -71.44152960888194)",ATWELLS AVE,Front,Empty Site,0,1
"750 ATWELLS AVE
Providence, RI
(41.82464300763923, -71.44167365212361)",ATWELLS AVE,Front,Gleditsia triacanthos,12,1
"760 ATWELLS AVE
Providence, RI
(41.82466302938738, -71.44199622473262)",ATWELLS AVE,Front,Gleditsia triacanthos,9,1
"768 ATWELLS AVE
Providence, RI
(41.82467904678735, -71.44225428284321)",ATWELLS AVE,Front,Unknown spp.,2,1
"820 ATWELLS AVE
Providence, RI
(41.82476410160744, -71.44375433257183)",ATWELLS AVE,Front,Gleditsia triacanthos,3,4
"820 ATWELLS AVE
Providence, RI
(41.82476410160744, -71.44375433257183)",ATWELLS AVE,Front,Gleditsia triacanthos,3,3
"820 ATWELLS AVE
Providence, RI
(41.82476410160744, -71.44375433257183)",ATWELLS AVE,Front,Gleditsia triacanthos,3,2
"820 ATWELLS AVE
Providence, RI
(41.82476410160744, -71.44375433257183)",ATWELLS AVE,Front,Gleditsia triacanthos,10,1
"836 ATWELLS AVE
Providence, RI
(41.82481858913036, -71.44462720932647)",ATWELLS AVE,Front,Gleditsia triacanthos,11,1
"850 ATWELLS AVE
Providence, RI
(41.82485240363868, -71.44518514871346)",ATWELLS AVE,Front,Pyrus calleryana,5,2
"850 ATWELLS AVE
Providence, RI
(41.82485240363868, -71.44518514871346)",ATWELLS AVE,Front,Gleditsia triacanthos,3,1
"860 ATWELLS AVE
Providence, RI
(41.82487655685965, -71.44558367685919)",ATWELLS AVE,Front,Gleditsia triacanthos,11,2
"860 ATWELLS AVE
Providence, RI
(41.82487655685965, -71.44558367685919)",ATWELLS AVE,Front,Gleditsia triacanthos,3,1
"866 ATWELLS AVE
Providence, RI
(41.824889354096584, -71.44580366058096)",ATWELLS AVE,Front,Gleditsia triacanthos,10,1
"304 GROVE ST
Providence, RI
(41.8201219301271, -71.43945192016261)",GROVE ST,Front,Pyrus calleryana,9,1
"298 GROVE ST
Providence, RI
(41.82011806151764, -71.43939475071177)",GROVE ST,Front,Pyrus calleryana,7,1
"296 GROVE ST
Providence, RI
(41.82011677198164, -71.43937569423531)",GROVE ST,Front,Pyrus calleryana,9,1
"292 GROVE ST
Providence, RI
(41.82011419290891, -71.43933758127164)",GROVE ST,Front,Pyrus calleryana,9,1
"286 GROVE ST
Providence, RI
(41.82011032429982, -71.43928041182616)",GROVE ST,Front,Pyrus calleryana,10,1
"284 GROVE ST
Providence, RI
(41.820109034763455, -71.43926135534434)",GROVE ST,Front,Empty Pit,12,1
"280 GROVE ST
Providence, RI
(41.82010645569073, -71.43922324238068)",GROVE ST,Front,Pyrus calleryana,6,1
"276 GROVE ST
Providence, RI
(41.82009049714851, -71.43896639643602)",GROVE ST,Front,Acer rubrum,4,1
"17 DESOTO
Providence, RI
(41.82090279553568, -71.43862572690492)",DE SOTO ST,Front,Acer rubrum,7,1
"48 DESOTO
Providence, RI
(41.82141896303447, -71.43846969860492)",DE SOTO ST,Front,Unknown spp.,4,1
"48 DESOTO
Providence, RI
(41.82141896303447, -71.43846969860492)",DE SOTO ST,Front,Acer saccharum,7,2
"42 DESOTO
Providence, RI
(41.82133117538208, -71.43852367175417)",DE SOTO ST,Front,Empty Pit,14,1
"36 DESOTO
Providence, RI
(41.82124338772969, -71.43857764490342)",DE SOTO ST,Front,Empty Pit,14,1
"20 DESOTO
Providence, RI
(41.821009287279786, -71.43872157332817)",DE SOTO ST,Front,Empty Pit,14,1
"12 DESOTO
Providence, RI
(41.82067080870755, -71.43893618996346)",DE SOTO ST,Front,Acer saccharum,10,1
"4 DESOTO
Providence, RI
(41.82029884911623, -71.43917289152157)",DE SOTO ST,Front,Acer saccharinum,8,1
"161 VALLEY ST
Providence, RI
(41.821192883497716, -71.44013827081864)",HELME ST,Side,Acer saccharum,7,1
"161 VALLEY ST
Providence, RI
(41.821192883497716, -71.44013827081864)",HELME ST,Side,Acer saccharum,5,2
"46 HELME ST
Providence, RI
(41.82106168301004, -71.4391266024753)",HELME ST,Front,Acer saccharum,5,1
"36 HELME ST
Providence, RI
(41.820989773985126, -71.43894017166994)",HELME ST,Front,Acer saccharum,6,1
"30 HELME ST
Providence, RI
(41.8209466285682, -71.4388283131816)",HELME ST,Front,Acer saccharum,4,1
"26 HELME ST
Providence, RI
(41.82091786496021, -71.43875374086458)",HELME ST,Front,Acer saccharum,6,1
"18 HELME ST
Providence, RI
(41.82087165568152, -71.43862213757974)",HELME ST,Front,Acer saccharum,6,1
"119 VALLEY ST
Providence, RI
(41.820087432241664, -71.44033105203451)",VALLEY ST,Front,Pyrus calleryana,7,1
"129 VALLEY ST
Providence, RI
(41.820367097637345, -71.44028064769113)",VALLEY ST,Front,Pyrus calleryana,3,1
"139 VALLEY ST
Providence, RI
(41.82062515573391, -71.44023615491585)",VALLEY ST,Front,Pyrus calleryana,3,1
"143 VALLEY ST
Providence, RI
(41.820728378950086, -71.44021835780961)",VALLEY ST,Front,Pyrus calleryana,5,1
"147 VALLEY ST
Providence, RI
(41.820831602203675, -71.44020056069692)",VALLEY ST,Front,Pyrus calleryana,3,1
"151 VALLEY ST
Providence, RI
(41.82093482541986, -71.44018276359068)",VALLEY ST,Front,Pyrus calleryana,3,1
"157 VALLEY ST
Providence, RI
(41.82108966028154, -71.44015606792487)",VALLEY ST,Front,Empty Pit,14,1
"161 VALLEY ST
Providence, RI
(41.821192883497716, -71.44013827081864)",VALLEY ST,Front,Pyrus calleryana,6,1
"167 VALLEY ST
Providence, RI
(41.821343091949466, -71.44011301772348)",VALLEY ST,Front,Pyrus calleryana,2,1
"181 VALLEY ST
Providence, RI
(41.821696396795694, -71.4400464601494)",VALLEY ST,Front,Pyrus calleryana,6,1
"187 VALLEY ST
Providence, RI
(41.82200574728937, -71.43996996291646)",VALLEY ST,Front,Pyrus calleryana,8,1
"193 VALLEY ST
Providence, RI
(41.822485364224484, -71.43985855438964)",VALLEY ST,Front,Pyrus calleryana,9,1
"195 VALLEY ST
Providence, RI
(41.822526693066386, -71.4398501007629)",VALLEY ST,Front,Pyrus calleryana,6,1
"217 VALLEY ST
Providence, RI
(41.82298131032732, -71.4397571108686)",VALLEY ST,Front,Pyrus calleryana,6,1
"221 VALLEY ST
Providence, RI
(41.82306396803951, -71.43974020360929)",VALLEY ST,Front,Pyrus calleryana,5,1
"225 VALLEY ST
Providence, RI
(41.82314662569494, -71.43972329636158)",VALLEY ST,Front,Pyrus calleryana,4,1
"235 VALLEY ST
Providence, RI
(41.82339224327429, -71.43967154430212)",VALLEY ST,Front,Empty Pit,14,1
"246 VALLEY ST
Providence, RI
(41.82372710020526, -71.43974843982859)",VALLEY ST,Front,Pyrus calleryana,7,1
"240 VALLEY ST
Providence, RI
(41.82356225447728, -71.4397839450623)",VALLEY ST,Front,Empty Pit,14,1
"232 VALLEY ST
Providence, RI
(41.823342460173315, -71.43983128537391)",VALLEY ST,Front,Pyrus calleryana,5,1
"220 VALLEY ST
Providence, RI
(41.82305982596454, -71.43988988412859)",VALLEY ST,Front,Fraxinus pennsylvanica,6,1
"220 VALLEY ST
Providence, RI
(41.82305982596454, -71.43988988412859)",VALLEY ST,Front,Fraxinus pennsylvanica,5,2
"220 VALLEY ST
Providence, RI
(41.82305982596454, -71.43988988412859)",VALLEY ST,Front,Fraxinus pennsylvanica,4,3
"190 VALLEY ST
Providence, RI
(41.82202456490215, -71.44011491197678)",VALLEY ST,Front,Pyrus calleryana,6,1
"190 VALLEY ST
Providence, RI
(41.82202456490215, -71.44011491197678)",VALLEY ST,Front,Pyrus calleryana,5,2
"190 VALLEY ST
Providence, RI
(41.82202456490215, -71.44011491197678)",VALLEY ST,Front,Pyrus calleryana,5,3
"166 VALLEY ST
Providence, RI
(41.82094879876177, -71.44032869287554)",VALLEY ST,Front,Pyrus calleryana,3,1
"166 VALLEY ST
Providence, RI
(41.82094879876177, -71.44032869287554)",VALLEY ST,Front,Pyrus calleryana,3,2
"166 VALLEY ST
Providence, RI
(41.82094879876177, -71.44032869287554)",VALLEY ST,Front,Pyrus calleryana,2,3
"166 VALLEY ST
Providence, RI
(41.82094879876177, -71.44032869287554)",VALLEY ST,Front,Pyrus calleryana,3,4
"166 VALLEY ST
Providence, RI
(41.82094879876177, -71.44032869287554)",VALLEY ST,Front,Pyrus calleryana,2,1
"166 VALLEY ST
Providence, RI
(41.82094879876177, -71.44032869287554)",VALLEY ST,Front,Pyrus calleryana,4,2
"166 VALLEY ST
Providence, RI
(41.82094879876177, -71.44032869287554)",VALLEY ST,Front,Pyrus calleryana,1,3
"166 VALLEY ST
Providence, RI
(41.82094879876177, -71.44032869287554)",VALLEY ST,Front,Pyrus calleryana,7,4
"166 VALLEY ST
Providence, RI
(41.82094879876177, -71.44032869287554)",VALLEY ST,Front,Pyrus calleryana,3,5
"166 VALLEY ST
Providence, RI
(41.82094879876177, -71.44032869287554)",VALLEY ST,Front,Pyrus calleryana,2,6
"166 VALLEY ST
Providence, RI
(41.82094879876177, -71.44032869287554)",VALLEY ST,Front,Pyrus calleryana,6,7
"166 VALLEY ST
Providence, RI
(41.82094879876177, -71.44032869287554)",VALLEY ST,Front,Pyrus calleryana,3,8
"166 VALLEY ST
Providence, RI
(41.82094879876177, -71.44032869287554)",VALLEY ST,Front,Pyrus calleryana,2,9
"114 VALLEY ST
Providence, RI
(41.81981979370058, -71.44052979060176)",VALLEY ST,Front,Pyrus calleryana,6,1
"41 TUXEDO AVE
Providence, RI
(41.82312552329, -71.43900029049469)",AMHERST ST,Side,Stump,3,1
"42 TUXEDO AVE
Providence, RI
(41.82307300750078, -71.43886246951854)",AMHERST ST,Side,Empty Site,0,1
"19 AMHERST ST
Providence, RI
(41.823195096727424, -71.43881349772485)",AMHERST ST,Front,Pyrus calleryana,12,1
"37 AMHERST ST
Providence, RI
(41.82322984939629, -71.43908517655778)",AMHERST ST,Front,Empty Pit,14,1
"37 AMHERST ST
Providence, RI
(41.82322984939629, -71.43908517655778)",AMHERST ST,Front,Empty Pit,14,2
"662 ATWELLS AVE
Providence, RI
(41.82448181505161, -71.43872802968407)",TUXEDO AVE,Side,Empty Pit,14,1
"662 ATWELLS AVE
Providence, RI
(41.82448181505161, -71.43872802968407)",TUXEDO AVE,Side,Pyrus calleryana,5,2
"662 ATWELLS AVE
Providence, RI
(41.82448181505161, -71.43872802968407)",TUXEDO AVE,Side,Empty Pit,14,3
"17 TUXEDO AVE
Providence, RI
(41.82392267347308, -71.43881358100145)",TUXEDO AVE,Front,Pyrus calleryana,14,1
"29 TUXEDO AVE
Providence, RI
(41.82349153845934, -71.4389150245341)",TUXEDO AVE,Front,Pyrus calleryana,10,1
"33 TUXEDO AVE
Providence, RI
(41.82334782685389, -71.43894883902949)",TUXEDO AVE,Front,Empty Pit,0,1
"41 TUXEDO AVE
Providence, RI
(41.82312552329, -71.43900029049469)",TUXEDO AVE,Front,Pyrus calleryana,8,1
"68 TUXEDO AVE
Providence, RI
(41.82283903292942, -71.43891210048824)",TUXEDO AVE,Front,Acer platanoides,11,1
"42 TUXEDO AVE
Providence, RI
(41.82307300750078, -71.43886246951854)",TUXEDO AVE,Front,Pyrus calleryana,13,1
"19 AMHERST ST
Providence, RI
(41.823195096727424, -71.43881349772485)",TUXEDO AVE,Side,Empty Site,0,1
"32 AMHERST ST
Providence, RI
(41.82311857122223, -71.43908463338667)",TUXEDO AVE,Front,Empty Site,0,1
"28 AMHERST ST
Providence, RI
(41.82311323208939, -71.4390423652517)",TUXEDO AVE,Front,Pyrus calleryana,12,1
"24 TUXEDO AVE
Providence, RI
(41.82358936774056, -71.43874262516684)",TUXEDO AVE,Front,Pyrus calleryana,14,1
"16 AMHERST ST
Providence, RI
(41.82308478110366, -71.43882121026854)",TUXEDO AVE,Front,Pyrus calleryana,6,1
"12 AMHERST ST
Providence, RI
(41.8230615336292, -71.43864368409997)",TUXEDO AVE,Front,Pyrus calleryana,9,1
"10 AMHERST ST
Providence, RI
(41.82304990989197, -71.43855492101568)",TUXEDO AVE,Front,Pyrus calleryana,4,1
"10 AMHERST ST
Providence, RI
(41.82304990989197, -71.43855492101568)",TUXEDO AVE,Front,Pyrus calleryana,9,2
"2 AMHERST ST
Providence, RI
(41.82300341494305, -71.43819986867854)",TUXEDO AVE,Front,Acer rubrum,4,1
"10 CUTLER ST
Providence, RI
(41.8237244647655, -71.44172715963674)",CUTLER ST,Front,Fraxinus pennsylvanica,5,1
"10 CUTLER ST
Providence, RI
(41.8237244647655, -71.44172715963674)",CUTLER ST,Front,Fraxinus pennsylvanica,6,2
"10 CUTLER ST
Providence, RI
(41.8237244647655, -71.44172715963674)",CUTLER ST,Front,Fraxinus pennsylvanica,7,3
"80 BOWDOIN ST
Providence, RI
(41.82216085493427, -71.44326192121447)",BOWDOIN ST,Front,Empty Pit,14,1
"3 KOSSUTH ST
Providence, RI
(41.82201338531426, -71.44334064937662)",BOWDOIN ST,Side,Acer rubrum,5,1
"56 BOWDOIN ST
Providence, RI
(41.82148600703179, -71.44335911926348)",BOWDOIN ST,Front,Acer rubrum,6,1
"52 BOWDOIN ST
Providence, RI
(41.82137997716317, -71.44337436538838)",BOWDOIN ST,Front,Empty Pit,12,1
"44 BOWDOIN ST
Providence, RI
(41.821167917425946, -71.44340485763819)",BOWDOIN ST,Front,Acer rubrum,5,1
"26 BOWDOIN ST
Providence, RI
(41.820690782938314, -71.44347346521157)",BOWDOIN ST,Front,Empty Pit,12,1
"24 BOWDOIN ST
Providence, RI
(41.82063776799086, -71.44348108827592)",BOWDOIN ST,Front,Stump,6,1
"20 BOWDOIN ST
Providence, RI
(41.8205180593689, -71.44348004056472)",BOWDOIN ST,Front,Acer rubrum,5,1
"3 BOWDOIN ST
Providence, RI
(41.82013503893093, -71.44354380826411)",BOWDOIN ST,Front,Empty Pit,14,1
"3 BOWDOIN ST
Providence, RI
(41.82013503893093, -71.44354380826411)",BOWDOIN ST,Front,Acer rubrum,4,2
"49 BOWDOIN ST
Providence, RI
(41.82131527980613, -71.44323569597057)",BOWDOIN ST,Front,Gleditsia triacanthos,5,1
"113 BOWDOIN ST
Providence, RI
(41.82302667308829, -71.44298875777632)",BOWDOIN ST,Front,Pyrus calleryana,5,1
"127 AMHERST ST
Providence, RI
(41.82349418835789, -71.44303634802152)",AMHERST ST,Front,Gleditsia triacanthos,22,1
"177 AMHERST ST
Providence, RI
(41.82336309847216, -71.44531609006832)",AMHERST ST,Front,Empty Pit,14,1
"187 AMHERST ST
Providence, RI
(41.823341900955725, -71.44573735417649)",AMHERST ST,Front,Empty Pit,14,1
"193 AMHERST ST
Providence, RI
(41.82333062945468, -71.44597687357374)",AMHERST ST,Front,Empty Pit,14,1
"193 AMHERST ST
Providence, RI
(41.82333062945468, -71.44597687357374)",AMHERST ST,Front,Acer saccharum,12,2
"44 JOSLIN ST
Providence, RI
(41.82344989746934, -71.44642301482538)",AMHERST ST,Side,Acer saccharum,11,1
"196 AMHERST ST
Providence, RI
(41.823211339296, -71.44617718020326)",AMHERST ST,Front,Gleditsia triacanthos,4,1
"196 AMHERST ST
Providence, RI
(41.823211339296, -71.44617718020326)",AMHERST ST,Front,Gleditsia triacanthos,5,2
"178 AMHERST ST
Providence, RI
(41.82324900740294, -71.44539913092912)",AMHERST ST,Front,Acer platanoides,4,1
"160 AMHERST ST
Providence, RI
(41.823290353210865, -71.44461940110493)",AMHERST ST,Front,Pyrus calleryana,1,1
"106 AMHERST ST
Providence, RI
(41.82335156029871, -71.4419164150946)",AMHERST ST,Front,Empty Pit,12,1
"156 PUTNAM ST
Providence, RI
(41.82430354831184, -71.44387447476343)",PUTNAM ST,Front,Carpinus caroliniana,4,1
"138 PUTNAM ST
Providence, RI
(41.82409143912542, -71.44390675224831)",PUTNAM ST,Front,Tilia americana,5,1
"134 PUTNAM ST
Providence, RI
(41.82404430375066, -71.44391392502273)",PUTNAM ST,Front,Tilia americana,5,1
"106 PUTNAM ST
Providence, RI
(41.82335126749458, -71.44400750312008)",PUTNAM ST,Front,Gleditsia triacanthos,3,1
"90 PUTNAM ST
Providence, RI
(41.82292295035675, -71.44406104276231)",PUTNAM ST,Front,Acer rubrum,5,1
"86 PUTNAM ST
Providence, RI
(41.82281587109679, -71.4440744276698)",PUTNAM ST,Front,Empty Site,20,1
"50 PUTNAM ST
Providence, RI
(41.82181466484265, -71.44420455309584)",PUTNAM ST,Front,Pyrus calleryana,6,1
"48 PUTNAM ST
Providence, RI
(41.82175987291146, -71.44421269361133)",PUTNAM ST,Front,Gleditsia triacanthos,4,1
"26 PUTNAM ST
Providence, RI
(41.82115716053963, -71.44430223944943)",PUTNAM ST,Front,Empty Pit,12,1
"18 PUTNAM ST
Providence, RI
(41.82093799244802, -71.4443348015659)",PUTNAM ST,Front,Empty Pit,12,1
"18 PUTNAM ST
Providence, RI
(41.82093799244802, -71.4443348015659)",PUTNAM ST,Front,Empty Pit,12,2
"81 APPLETON ST
Providence, RI
(41.82069932431898, -71.44468641574228)",PUTNAM ST,Side,Gleditsia triacanthos,4,1
"81 APPLETON ST
Providence, RI
(41.82069932431898, -71.44468641574228)",PUTNAM ST,Side,Acer rubrum,5,2
"21 PUTNAM ST
Providence, RI
(41.82103551031484, -71.44417228408403)",PUTNAM ST,Front,Carpinus caroliniana,5,1
"27 PUTNAM ST
Providence, RI
(41.821199886390595, -71.44414786249564)",PUTNAM ST,Front,Pyrus calleryana,8,1
"31 PUTNAM ST
Providence, RI
(41.821309470478724, -71.44413158143112)",PUTNAM ST,Front,Pyrus calleryana,8,1
"41 PUTNAM ST
Providence, RI
(41.82158343058617, -71.44409087878658)",PUTNAM ST,Front,Acer platanoides,25,1
"45 PUTNAM ST
Providence, RI
(41.8216930146743, -71.44407459772206)",PUTNAM ST,Front,Pyrus calleryana,6,1
"55 PUTNAM ST
Providence, RI
(41.821966974781745, -71.44403389507752)",PUTNAM ST,Front,Pyrus calleryana,12,1
"71 PUTNAM ST
Providence, RI
(41.82243092401847, -71.44397477566493)",PUTNAM ST,Front,Pyrus calleryana,10,1
"81 PUTNAM ST
Providence, RI
(41.82269862221736, -71.44394131339007)",PUTNAM ST,Front,Pyrus calleryana,8,1
"87 PUTNAM ST
Providence, RI
(41.822859241131795, -71.44392123602577)",PUTNAM ST,Front,Acer rubrum,4,1
"87 PUTNAM ST
Providence, RI
(41.822859241131795, -71.44392123602577)",PUTNAM ST,Front,Pyrus calleryana,6,2
"87 PUTNAM ST
Providence, RI
(41.822859241131795, -71.44392123602577)",PUTNAM ST,Front,Pyrus calleryana,16,3
"105 PUTNAM ST
Providence, RI
(41.823341097875094, -71.44386100393285)",PUTNAM ST,Front,Gleditsia triacanthos,3,1
"105 PUTNAM ST
Providence, RI
(41.823341097875094, -71.44386100393285)",PUTNAM ST,Front,Gleditsia triacanthos,3,2
"121 PUTNAM ST
Providence, RI
(41.82376023950735, -71.44380508099363)",PUTNAM ST,Front,Pyrus calleryana,13,1
"123 PUTNAM ST
Providence, RI
(41.82381172977546, -71.44379816439044)",PUTNAM ST,Front,Pyrus calleryana,8,1
"127 PUTNAM ST
Providence, RI
(41.823914710311676, -71.44378433118409)",PUTNAM ST,Front,Pyrus calleryana,7,1
"143 PUTNAM ST
Providence, RI
(41.82414562868997, -71.44375042567033)",PUTNAM ST,Front,Pyrus calleryana,10,1
"147 PUTNAM ST
Providence, RI
(41.82419137772974, -71.44374346385993)",PUTNAM ST,Front,Pyrus calleryana,11,1
"159 PUTNAM ST
Providence, RI
(41.82432862486389, -71.44372257842647)",PUTNAM ST,Front,Carpinus caroliniana,4,1
"186 JULIAN ST
Providence, RI
(41.823765953076034, -71.44482770146115)",JULIAN ST,Front,Liquidambar syraciflua,7,1
"180 JULIAN ST
Providence, RI
(41.82370889109038, -71.44483637755253)",JULIAN ST,Front,Prunus spp.,7,1
"180 JULIAN ST
Providence, RI
(41.82370889109038, -71.44483637755253)",JULIAN ST,Front,Liquidambar syraciflua,8,2
"176 JULIAN ST
Providence, RI
(41.82367084974822, -71.44484216161625)",JULIAN ST,Front,Pyrus calleryana,8,1
"172 JULIAN ST
Providence, RI
(41.823632808433636, -71.44484794567579)",JULIAN ST,Front,Pyrus calleryana,8,1
"168 JULIAN ST
Providence, RI
(41.823594767119054, -71.44485372973531)",JULIAN ST,Front,Pyrus calleryana,8,1
"140 JULIAN ST
Providence, RI
(41.82317072479557, -71.4449156168744)",JULIAN ST,Front,Carpinus caroliniana,4,1
"121 JULIAN ST
Providence, RI
(41.82254803556417, -71.444852837872)",JULIAN ST,Front,Empty Pit,12,1
"145 JULIAN ST
Providence, RI
(41.82329017502876, -71.44475139434807)",JULIAN ST,Front,Acer platanoides,23,1
"165 JULIAN ST
Providence, RI
(41.82354438143105, -71.44471331263512)",JULIAN ST,Front,Pyrus calleryana,9,1
"165 JULIAN ST
Providence, RI
(41.82354438143105, -71.44471331263512)",JULIAN ST,Front,Pyrus calleryana,9,2
"171 JULIAN ST
Providence, RI
(41.82360144341671, -71.44470463654373)",JULIAN ST,Front,Empty Pit,14,1
"181 JULIAN ST
Providence, RI
(41.823696546730744, -71.44469017639072)",JULIAN ST,Front,Carpinus caroliniana,20,1
"820 ATWELLS AVE
Providence, RI
(41.82476410160744, -71.44375433257183)",JULIAN ST,Side,Fraxinus pennsylvanica,6,1
"820 ATWELLS AVE
Providence, RI
(41.82476410160744, -71.44375433257183)",JULIAN ST,Side,Fraxinus pennsylvanica,5,2
"140 FLORENCE ST
Providence, RI
(41.82357064767571, -71.44574734443718)",FLORENCE ST,Front,Liquidambar syraciflua,8,1
"140 FLORENCE ST
Providence, RI
(41.82357064767571, -71.44574734443718)",FLORENCE ST,Front,Liquidambar syraciflua,10,2
"138 FLORENCE ST
Providence, RI
(41.82354982287435, -71.44575002485715)",FLORENCE ST,Front,Fraxinus pennsylvanica,4,1
