Property Address,Tree Location,Property Side,Species,Diameter in Inches,Tree Number
"746 PLAINFIELD ST
Providence, RI
(41.810431366247805, -71.46222524768461)",PLAINFIELD ST,Front,Prunus spp.,1,1
"742 PLAINFIELD ST
Providence, RI
(41.8105303356008, -71.46218318570959)",PLAINFIELD ST,Front,Liquidambar syraciflua,17,1
"10 STEERE AVE
Providence, RI
(41.82245223568615, -71.44963529701594)",STEERE AVE,Front,Acer saccharinum,19,1
"32 AMSTERDAM ST
Providence, RI
(41.82440855148465, -71.44820751551869)",AMSTERDAM ST,Front,Empty Pit,12,1
"28 AMSTERDAM ST
Providence, RI
(41.824415797451124, -71.44833069694883)",AMSTERDAM ST,Front,Empty Pit,12,1
"28 AMSTERDAM ST
Providence, RI
(41.824415797451124, -71.44833069694883)",AMSTERDAM ST,Front,Acer platanoides,3,2
"53 STEUBEN ST
Providence, RI
(41.82430837722649, -71.44934520157003)",AMSTERDAM ST,Side,Acer rubrum,11,1
"5 AMSTERDAM ST
Providence, RI
(41.82434848480563, -71.44908285579102)",AMSTERDAM ST,Front,Acer rubrum,10,1
"7 AMSTERDAM ST
Providence, RI
(41.82434003117856, -71.44893069050367)",AMSTERDAM ST,Front,Empty Site,0,1
"27 HANNAH ST
Providence, RI
(41.823703173997195, -71.44864209080708)",HANNAH ST,Front,Acer platanoides,6,1
"29 STEUBEN ST
Providence, RI
(41.82342919997921, -71.44944664509856)",STEUBEN ST,Front,Stump,8,1
"33 STEUBEN ST
Providence, RI
(41.82357572951169, -71.44942973784481)",STEUBEN ST,Front,Unknown spp.,1,1
"35 STEUBEN ST
Providence, RI
(41.82364899427269, -71.44942128421854)",STEUBEN ST,Front,Fraxinus pennsylvanica,7,1
"37 STEUBEN ST
Providence, RI
(41.82372225905465, -71.44941283058986)",STEUBEN ST,Front,Fraxinus pennsylvanica,4,1
"49 STEUBEN ST
Providence, RI
(41.824161847662566, -71.4493621088274)",STEUBEN ST,Front,Unknown spp.,3,1
"71 STEUBEN ST
Providence, RI
(41.82465963471781, -71.44931707489648)",STEUBEN ST,Front,Fraxinus pennsylvanica,6,1
"962 ATWELLS AVE
Providence, RI
(41.82507264725848, -71.44945411735497)",STEUBEN ST,Side,Gleditsia triacanthos,3,1
"68 STEUBEN ST
Providence, RI
(41.82460991778279, -71.44946756782439)",STEUBEN ST,Front,Fraxinus pennsylvanica,8,1
"64 STEUBEN ST
Providence, RI
(41.82454397949161, -71.44947179463792)",STEUBEN ST,Front,Fraxinus pennsylvanica,8,1
"62 STEUBEN ST
Providence, RI
(41.824511010346015, -71.4494739080447)",STEUBEN ST,Front,Empty Pit,12,1
"39 STEUBEN ST
Providence, RI
(41.82379552383661, -71.44940437696117)",STEUBEN ST,Front,Fraxinus pennsylvanica,5,1
"28 ERASTUS ST
Providence, RI
(41.824235574729386, -71.45097114913331)",ERASTUS ST,Front,Quercus palustris,9,1
"28 ERASTUS ST
Providence, RI
(41.824235574729386, -71.45097114913331)",ERASTUS ST,Front,Acer platanoides,4,2
"16 ERASTUS ST
Providence, RI
(41.823891016547776, -71.45100263160676)",ERASTUS ST,Front,Acer platanoides 'Crimson King',5,1
"11 GREENWOOD ST
Providence, RI
(41.8239673315812, -71.45156960505308)",GREENWOOD ST,Front,Empty Pit,-1,1
"1014 ATWELLS AVE
Providence, RI
(41.82516436620131, -71.45140184115759)",GREENWOOD ST,Side,Empty Pit,8,1
"1014 ATWELLS AVE
Providence, RI
(41.82516436620131, -71.45140184115759)",GREENWOOD ST,Side,Acer platanoides,15,2
"421 MANTON AVE
Providence, RI
(41.82513782555638, -71.45380524230643)",ATWELLS AVE,Side,Unknown spp.,2,1
"421 MANTON AVE
Providence, RI
(41.82513782555638, -71.45380524230643)",ATWELLS AVE,Side,Acer rubrum,6,2
"421 MANTON AVE
Providence, RI
(41.82513782555638, -71.45380524230643)",ATWELLS AVE,Side,Gleditsia triacanthos,15,3
"1070 ATWELLS AVE
Providence, RI
(41.825272712477805, -71.45354734308017)",ATWELLS AVE,Front,Gleditsia triacanthos,2,1
"1058 ATWELLS AVE
Providence, RI
(41.82526396734629, -71.4533689423973)",ATWELLS AVE,Front,Gleditsia triacanthos,2,1
"1054 ATWELLS AVE
Providence, RI
(41.825261052302714, -71.4533094755085)",ATWELLS AVE,Front,Gleditsia triacanthos,12,1
"1030 ATWELLS AVE
Providence, RI
(41.8252150139612, -71.45242315607345)",ATWELLS AVE,Front,Stump,16,1
"1024 ATWELLS AVE
Providence, RI
(41.82519355872499, -71.4520155064392)",ATWELLS AVE,Front,Gleditsia triacanthos,2,1
"1020 ATWELLS AVE
Providence, RI
(41.82517665147084, -71.4516900417968)",ATWELLS AVE,Front,Gleditsia triacanthos,11,1
"1016 ATWELLS AVE
Providence, RI
(41.82516647960808, -71.45148320731819)",ATWELLS AVE,Front,Fraxinus pennsylvanica,6,1
"988 ATWELLS AVE
Providence, RI
(41.82512141553818, -71.45035956908147)",ATWELLS AVE,Front,Gleditsia triacanthos,3,1
"982 ATWELLS AVE
Providence, RI
(41.82510556498741, -71.4500996200489)",ATWELLS AVE,Front,Gleditsia triacanthos,2,1
"976 ATWELLS AVE
Providence, RI
(41.825096317414285, -71.44992160293225)",ATWELLS AVE,Front,Gleditsia triacanthos,12,1
"964 ATWELLS AVE
Providence, RI
(41.82507602870931, -71.44952090100887)",ATWELLS AVE,Front,Gleditsia triacanthos,3,1
"964 ATWELLS AVE
Providence, RI
(41.82507602870931, -71.44952090100887)",ATWELLS AVE,Front,Gleditsia triacanthos,3,2
"954 ATWELLS AVE
Providence, RI
(41.825059209025056, -71.44921887310663)",ATWELLS AVE,Front,Gleditsia triacanthos,12,1
"950 ATWELLS AVE
Providence, RI
(41.825051523908805, -71.44909283720003)",ATWELLS AVE,Front,Gleditsia triacanthos,3,1
"948 ATWELLS AVE
Providence, RI
(41.825047681351485, -71.44902981925995)",ATWELLS AVE,Front,Pyrus calleryana,3,1
"939 ATWELLS AVE
Providence, RI
(41.825137748888345, -71.44870272979162)",ATWELLS AVE,Front,Gleditsia triacanthos,12,1
"939 ATWELLS AVE
Providence, RI
(41.825137748888345, -71.44870272979162)",ATWELLS AVE,Front,Fraxinus pennsylvanica,6,2
"924 ATWELLS AVE
Providence, RI
(41.824997970987766, -71.44809203645505)",ATWELLS AVE,Front,Gleditsia triacanthos,13,1
"924 ATWELLS AVE
Providence, RI
(41.824997970987766, -71.44809203645505)",ATWELLS AVE,Front,Fraxinus pennsylvanica,4,2
"918 ATWELLS AVE
Providence, RI
(41.82498634349306, -71.44785310573889)",ATWELLS AVE,Front,Gleditsia triacanthos,11,1
"916 ATWELLS AVE
Providence, RI
(41.82498070774253, -71.44778124991971)",ATWELLS AVE,Front,Gleditsia triacanthos,9,1
"916 ATWELLS AVE
Providence, RI
(41.82498070774253, -71.44778124991971)",ATWELLS AVE,Front,Fraxinus pennsylvanica,6,3
"916 ATWELLS AVE
Providence, RI
(41.82498070774253, -71.44778124991971)",ATWELLS AVE,Front,Gleditsia triacanthos,10,2
"901 ATWELLS AVE
Providence, RI
(41.82505484504827, -71.44723805612033)",ATWELLS AVE,Front,Gleditsia triacanthos,8,1
"901 ATWELLS AVE
Providence, RI
(41.82505484504827, -71.44723805612033)",ATWELLS AVE,Front,Gleditsia triacanthos,8,2
"901 ATWELLS AVE
Providence, RI
(41.82505484504827, -71.44723805612033)",ATWELLS AVE,Front,Gleditsia triacanthos,10,3
"901 ATWELLS AVE
Providence, RI
(41.82505484504827, -71.44723805612033)",ATWELLS AVE,Front,Gleditsia triacanthos,9,4
"925 ATWELLS AVE
Providence, RI
(41.82511041772027, -71.44814692001924)",ATWELLS AVE,Front,Gleditsia triacanthos,9,1
"929 ATWELLS AVE
Providence, RI
(41.82511887134734, -71.44832655959459)",ATWELLS AVE,Front,Gleditsia triacanthos,10,1
"951 ATWELLS AVE
Providence, RI
(41.825160804235075, -71.44908083747836)",ATWELLS AVE,Front,Gleditsia triacanthos,14,1
"961 ATWELLS AVE
Providence, RI
(41.82517865913696, -71.44937735905887)",ATWELLS AVE,Front,Pyrus calleryana,2,1
"963 ATWELLS AVE
Providence, RI
(41.82518241630441, -71.44945156311593)",ATWELLS AVE,Front,Pyrus calleryana,3,1
"967 ATWELLS AVE
Providence, RI
(41.8251899306393, -71.44959997123003)",ATWELLS AVE,Front,Pyrus calleryana,2,1
"973 ATWELLS AVE
Providence, RI
(41.825201202141635, -71.44982258340119)",ATWELLS AVE,Front,Pyrus calleryana,3,1
"975 ATWELLS AVE
Providence, RI
(41.82520495931037, -71.44989678748372)",ATWELLS AVE,Front,Pyrus calleryana,3,1
"981 ATWELLS AVE
Providence, RI
(41.82521484531276, -71.450087620297)",ATWELLS AVE,Front,Pyrus calleryana,3,1
"987 ATWELLS AVE
Providence, RI
(41.825228934690685, -71.45031868609492)",ATWELLS AVE,Front,Gleditsia triacanthos,9,1
"991 ATWELLS AVE
Providence, RI
(41.82523832761091, -71.45047272998663)",ATWELLS AVE,Front,Gleditsia triacanthos,13,1
"1011 ATWELLS AVE
Providence, RI
(41.82526971840338, -71.4512339832775)",ATWELLS AVE,Front,Pyrus calleryana,3,1
"1011 ATWELLS AVE
Providence, RI
(41.82526971840338, -71.4512339832775)",ATWELLS AVE,Front,Pyrus calleryana,4,2
"1015 ATWELLS AVE
Providence, RI
(41.82527394521692, -71.4513967155987)",ATWELLS AVE,Front,Pyrus calleryana,3,1
"1015 ATWELLS AVE
Providence, RI
(41.82527394521692, -71.4513967155987)",ATWELLS AVE,Front,Pyrus calleryana,3,2
"1021 ATWELLS AVE
Providence, RI
(41.82528603157438, -71.45167980927862)",ATWELLS AVE,Front,Pyrus calleryana,3,1
"1029 ATWELLS AVE
Providence, RI
(41.82531381421928, -71.45221401960565)",ATWELLS AVE,Front,Pyrus calleryana,2,1
"1035 ATWELLS AVE
Providence, RI
(41.82534551532082, -71.45281000031446)",ATWELLS AVE,Front,Pyrus calleryana,4,1
"1041 ATWELLS AVE
Providence, RI
(41.82536025874385, -71.45309168311326)",ATWELLS AVE,Front,Gleditsia triacanthos,2,1
"1049 ATWELLS AVE
Providence, RI
(41.825366088831295, -71.45321061689702)",ATWELLS AVE,Front,Pyrus calleryana,3,1
"1063 ATWELLS AVE
Providence, RI
(41.82537629148499, -71.45341875103252)",ATWELLS AVE,Front,Acer rubrum,10,1
"1069 ATWELLS AVE
Providence, RI
(41.82538066404995, -71.4535079513575)",ATWELLS AVE,Front,Acer rubrum,6,1
"492 MANTON AVE
Providence, RI
(41.82565325795157, -71.4565897702357)",FAIRFIELD AVE,Side,Empty Pit,-1,1
"492 MANTON AVE
Providence, RI
(41.82565325795157, -71.4565897702357)",FAIRFIELD AVE,Side,Empty Pit,-1,2
"15 FAIRFIELD AVE
Providence, RI
(41.82532971345363, -71.45677838391727)",FAIRFIELD AVE,Front,Pyrus calleryana,6,1
"15 FAIRFIELD AVE
Providence, RI
(41.82532971345363, -71.45677838391727)",FAIRFIELD AVE,Front,Pyrus calleryana,9,2
"39 FAIRFIELD AVE
Providence, RI
(41.824799722797955, -71.45719036884103)",FAIRFIELD AVE,Front,Unknown spp.,7,1
"61 FAIRFIELD AVE
Providence, RI
(41.824313897968345, -71.45756802173591)",FAIRFIELD AVE,Front,Pyrus calleryana,6,1
"63 FAIRFIELD AVE
Providence, RI
(41.82426973214229, -71.45760235376477)",FAIRFIELD AVE,Front,Pyrus calleryana,5,1
"67 FAIRFIELD AVE
Providence, RI
(41.82418140032507, -71.45767101795082)",FAIRFIELD AVE,Front,Pyrus calleryana,5,1
"34 FAIRFIELD AVE
Providence, RI
(41.824862539308555, -71.45697149758868)",FAIRFIELD AVE,Front,Pyrus calleryana,12,1
"26 FAIRFIELD AVE
Providence, RI
(41.82504288324276, -71.45683130835857)",FAIRFIELD AVE,Front,Pyrus calleryana,10,1
"24 FAIRFIELD AVE
Providence, RI
(41.82508796930886, -71.45679626098688)",FAIRFIELD AVE,Front,Pyrus calleryana,8,1
"18 FAIRFIELD AVE
Providence, RI
(41.825223227342065, -71.45669111900013)",FAIRFIELD AVE,Front,Pyrus calleryana,6,1
"17 EDGEMERE AVE
Providence, RI
(41.825459248770635, -71.45765452985806)",EDGEMERE AVE,Front,Pyrus calleryana,7,1
"21 EDGEMERE AVE
Providence, RI
(41.82537712778431, -71.45771870844402)",EDGEMERE AVE,Front,Pyrus calleryana,6,1
"27 EDGEMERE AVE
Providence, RI
(41.82525394645832, -71.45781497620298)",EDGEMERE AVE,Front,Empty Site,0,1
"83 EDGEMERE AVE
Providence, RI
(41.82410425311027, -71.45871347604641)",EDGEMERE AVE,Front,Pyrus calleryana,8,1
"60 EDGEMERE AVE
Providence, RI
(41.82451699203714, -71.45822064411892)",EDGEMERE AVE,Front,Empty Site,0,1
"22 EDGEMERE AVE
Providence, RI
(41.82531339412896, -71.45759824584549)",EDGEMERE AVE,Front,Pyrus calleryana,8,1
"13 GLENBRIDGE AVE
Providence, RI
(41.82560871377127, -71.45859801179128)",GLENBRIDGE AVE,Front,Ulmus spp.,10,1
"13 GLENBRIDGE AVE
Providence, RI
(41.82560871377127, -71.45859801179128)",GLENBRIDGE AVE,Front,Ulmus spp.,9,2
"68 GLENBRIDGE AVE
Providence, RI
(41.82400849160896, -71.4596770466087)",GLENBRIDGE AVE,Front,Pyrus calleryana,1,1
"68 GLENBRIDGE AVE
Providence, RI
(41.82400849160896, -71.4596770466087)",GLENBRIDGE AVE,Front,Pyrus calleryana,1,2
"58 GLENBRIDGE AVE
Providence, RI
(41.82428746130247, -71.45947415955888)",GLENBRIDGE AVE,Front,Ulmus spp.,5,1
"58 GLENBRIDGE AVE
Providence, RI
(41.82428746130247, -71.45947415955888)",GLENBRIDGE AVE,Front,Ulmus spp.,2,2
"26 GLENBRIDGE AVE
Providence, RI
(41.82511395123162, -71.45880803934486)",GLENBRIDGE AVE,Front,Ulmus spp.,10,1
"26 GLENBRIDGE AVE
Providence, RI
(41.82511395123162, -71.45880803934486)",GLENBRIDGE AVE,Front,Ulmus spp.,6,2
"16 GLENBRIDGE AVE
Providence, RI
(41.82544600113876, -71.45855322175197)",GLENBRIDGE AVE,Front,Pyrus calleryana,5,1
"26 RICHLAND ST
Providence, RI
(41.823663693188045, -71.45905657928283)",RICHLAND ST,Front,Tilia cordata,6,1
"492 MANTON AVE
Providence, RI
(41.82565325795157, -71.4565897702357)",MANTON AVE,Front,Empty Site,0,1
"265 MANTON AVE
Providence, RI
(41.821944419921905, -71.44902842872442)",MANTON AVE,Front,Acer rubrum,10,1
"120 SHERIDAN ST
Providence, RI
(41.82387000020054, -71.41199000003832)",SHERIDAN ST,Front,Stump,31,1
"231 AMHERST ST
Providence, RI
(41.82323564027447, -71.44749789893419)",AMHERST ST,Front,Acer saccharum,15,1
"274 AMHERST ST
Providence, RI
(41.823144788145484, -71.44912022091277)",AMHERST ST,Front,Pyrus calleryana,3,1
"25 STEERE AVE
Providence, RI
(41.82250135263165, -71.44937111729863)",STEERE AVE,Front,Liquidambar syraciflua,10,1
"260 AMHERST ST
Providence, RI
(41.82308233504048, -71.44848840832837)",STEERE AVE,Side,Empty Site,0,1
"22 STEERE AVE
Providence, RI
(41.82254839570147, -71.44951377611746)",STEERE AVE,Front,Acer rubrum,15,1
"14 STEERE AVE
Providence, RI
(41.82248428902459, -71.44959479004979)",STEERE AVE,Front,Liquidambar syraciflua,15,1
"442 MANTON AVE
Providence, RI
(41.82531273887073, -71.45456042273327)",MANTON AVE,Front,Acer rubrum,7,1
"442 MANTON AVE
Providence, RI
(41.82531273887073, -71.45456042273327)",MANTON AVE,Front,Acer rubrum,8,2
"23 VALLEY ST
Providence, RI
(41.817618644190574, -71.44078866703306)",VALLEY ST,Front,Pyrus calleryana,2,1
"19 VALLEY ST
Providence, RI
(41.817514880532165, -71.44080871228526)",VALLEY ST,Front,Empty Pit,0,1
"647 BROADWAY
Providence, RI
(41.816993849357154, -71.44073431531356)",VALLEY ST,Side,Pyrus calleryana,8,3
"647 BROADWAY
Providence, RI
(41.816993849357154, -71.44073431531356)",VALLEY ST,Side,Pyrus calleryana,10,2
"647 BROADWAY
Providence, RI
(41.816993849357154, -71.44073431531356)",VALLEY ST,Side,Pyrus calleryana,9,1
"675 BROADWAY
Providence, RI
(41.81675295644446, -71.4415435151042)",BROADWAY,Front,Ulmus spp.,4,1
"665 BROADWAY
Providence, RI
(41.81679078807604, -71.44140840213429)",BROADWAY,Front,Platanus x acerifolia,3,1
"647 BROADWAY
Providence, RI
(41.816993849357154, -71.44073431531356)",BROADWAY,Front,Platanus x acerifolia,3,2
"647 BROADWAY
Providence, RI
(41.816993849357154, -71.44073431531356)",BROADWAY,Front,Platanus x acerifolia,3,1
"621 BROADWAY
Providence, RI
(41.81718146587554, -71.44014178428816)",BROADWAY,Front,Platanus x acerifolia,3,2
"621 BROADWAY
Providence, RI
(41.81718146587554, -71.44014178428816)",BROADWAY,Front,Platanus x acerifolia,3,1
"31 DELAINE ST
Providence, RI
(41.81952092521598, -71.43992967194274)",DELAINE ST,Front,Tilia cordata,7,8
"31 DELAINE ST
Providence, RI
(41.81952092521598, -71.43992967194274)",DELAINE ST,Front,Tilia cordata,6,7
"31 DELAINE ST
Providence, RI
(41.81952092521598, -71.43992967194274)",DELAINE ST,Front,Tilia cordata,6,6
"31 DELAINE ST
Providence, RI
(41.81952092521598, -71.43992967194274)",DELAINE ST,Front,Tilia cordata,7,5
"31 DELAINE ST
Providence, RI
(41.81952092521598, -71.43992967194274)",DELAINE ST,Front,Tilia cordata,7,4
"31 DELAINE ST
Providence, RI
(41.81952092521598, -71.43992967194274)",DELAINE ST,Front,Tilia cordata,7,3
"31 DELAINE ST
Providence, RI
(41.81952092521598, -71.43992967194274)",DELAINE ST,Front,Empty Pit,14,2
"31 DELAINE ST
Providence, RI
(41.81952092521598, -71.43992967194274)",DELAINE ST,Front,Empty Pit,14,1
"110 DELAINE ST
Providence, RI
(41.81917651548405, -71.44262436204943)",DELAINE ST,Front,Fraxinus pennsylvanica,4,1
"114 DELAINE ST
Providence, RI
(41.8190818348608, -71.4427900531401)",DELAINE ST,Front,Fraxinus pennsylvanica,4,1
"144 DELAINE ST
Providence, RI
(41.81866109450765, -71.4434466474727)",DELAINE ST,Front,Fraxinus pennsylvanica,4,1
"160 DELAINE ST
Providence, RI
(41.818454826007006, -71.44376281312532)",DELAINE ST,Front,Fraxinus pennsylvanica,5,1
"23 WESTMINSTER ST
Providence, RI
(41.82530166089235, -71.40938454673156)",WESTMINSTER ST,Front,Ulmus spp.,2,1
"12 WESTMINSTER ST
Providence, RI
(41.825220945250294, -71.40913973143431)",WESTMINSTER ST,Front,Ulmus spp.,3,1
"12 WESTMINSTER ST
Providence, RI
(41.825220945250294, -71.40913973143431)",WESTMINSTER ST,Front,Ulmus spp.,3,2
"5 WESTMINSTER ST
Providence, RI
(41.825330590811404, -71.40900424022908)",WESTMINSTER ST,Front,Acer rubrum,13,1
"1954 WESTMINSTER ST
Providence, RI
(41.81670149518645, -71.442772792256)",WESTMINSTER ST,Front,Ulmus spp.,3,1
"1954 WESTMINSTER ST
Providence, RI
(41.81670149518645, -71.442772792256)",WESTMINSTER ST,Front,Ulmus spp.,3,2
"1938 WESTMINSTER ST
Providence, RI
(41.81665415487481, -71.44242788427131)",WESTMINSTER ST,Front,Ulmus spp.,3,1
"1920 WESTMINSTER ST
Providence, RI
(41.81660089702422, -71.44203986278853)",WESTMINSTER ST,Front,Ulmus spp.,3,1
"1920 WESTMINSTER ST
Providence, RI
(41.81660089702422, -71.44203986278853)",WESTMINSTER ST,Front,Ulmus spp.,4,2
"1910 WESTMINSTER ST
Providence, RI
(41.816569614467156, -71.44183680581409)",WESTMINSTER ST,Front,Ulmus spp.,4,1
"1910 WESTMINSTER ST
Providence, RI
(41.816569614467156, -71.44183680581409)",WESTMINSTER ST,Front,Ulmus spp.,4,2
"1890 WESTMINSTER ST
Providence, RI
(41.816496349695676, -71.44148175346001)",WESTMINSTER ST,Front,Ulmus spp.,3,1
"1870 WESTMINSTER ST
Providence, RI
(41.816427342919006, -71.44117829268909)",WESTMINSTER ST,Front,Platanus x acerifolia,3,1
"1836 WESTMINSTER ST
Providence, RI
(41.81623956194666, -71.44047329806214)",WESTMINSTER ST,Front,Platanus x acerifolia,3,1
"1828 WESTMINSTER ST
Providence, RI
(41.81620574744352, -71.44036405120585)",WESTMINSTER ST,Front,Empty Pit,-1,1
"1815 WESTMINSTER ST
Providence, RI
(41.81624802888057, -71.44012279061782)",WESTMINSTER ST,Front,Platanus x acerifolia,3,1
"1815 WESTMINSTER ST
Providence, RI
(41.81624802888057, -71.44012279061782)",WESTMINSTER ST,Front,Platanus x acerifolia,2,2
"1901 WESTMINSTER ST
Providence, RI
(41.816690976556245, -71.44188387610154)",WESTMINSTER ST,Front,Ulmus spp.,3,1
"1901 WESTMINSTER ST
Providence, RI
(41.816690976556245, -71.44188387610154)",WESTMINSTER ST,Front,Acer rubrum,5,2
"1911 WESTMINSTER ST
Providence, RI
(41.816712893367104, -71.44204355572347)",WESTMINSTER ST,Front,Ulmus spp.,4,1
"192 WESTMINSTER ST
Providence, RI
(41.823349762779344, -71.41191314591995)",WESTMINSTER ST,Front,Acer rubrum,5,1
"192 WESTMINSTER ST
Providence, RI
(41.823349762779344, -71.41191314591995)",WESTMINSTER ST,Front,Ulmus spp.,4,2
"1923 WESTMINSTER ST
Providence, RI
(41.81673919354149, -71.44223517127966)",WESTMINSTER ST,Front,Acer rubrum,5,1
"1955 WESTMINSTER ST
Providence, RI
(41.816809327335335, -71.44274614606326)",WESTMINSTER ST,Front,Ulmus spp.,3,1
"1955 WESTMINSTER ST
Providence, RI
(41.816809327335335, -71.44274614606326)",WESTMINSTER ST,Front,Ulmus spp.,3,2
"55 OLNEYVILLE SQ
Providence, RI
(41.81682658516162, -71.44346957085125)",WESTMINSTER ST,Front,Acer rubrum,5,1
"55 OLNEYVILLE SQ
Providence, RI
(41.81682658516162, -71.44346957085125)",WESTMINSTER ST,Front,Stump,5,2
"55 OLNEYVILLE SQ
Providence, RI
(41.81682658516162, -71.44346957085125)",WESTMINSTER ST,Front,Acer rubrum,4,3
"55 OLNEYVILLE SQ
Providence, RI
(41.81682658516162, -71.44346957085125)",WESTMINSTER ST,Front,Acer rubrum,6,4
"55 OLNEYVILLE SQ
Providence, RI
(41.81682658516162, -71.44346957085125)",WESTMINSTER ST,Front,Acer rubrum,6,5
"38 OLNEYVILLE SQ
Providence, RI
(41.82387000020054, -71.41199000003832)",WESTMINSTER ST,Front,Ulmus spp.,3,1
"38 OLNEYVILLE SQ
Providence, RI
(41.82387000020054, -71.41199000003832)",WESTMINSTER ST,Front,Ulmus spp.,3,2
"27 PLAINFIELD ST
Providence, RI
(41.81649182132323, -71.44432943359828)",PLAINFIELD ST,Front,Ulmus spp.,3,1
"35 PLAINFIELD ST
Providence, RI
(41.81644910825278, -71.44438994378142)",PLAINFIELD ST,Front,Ulmus spp.,3,1
"35 PLAINFIELD ST
Providence, RI
(41.81644910825278, -71.44438994378142)",PLAINFIELD ST,Front,Ulmus spp.,3,2
"97 PLAINFIELD ST
Providence, RI
(41.815794203909505, -71.44548205946167)",PLAINFIELD ST,Front,Ulmus spp.,3,1
"111 PLAINFIELD ST
Providence, RI
(41.81565347090838, -71.44570111197407)",PLAINFIELD ST,Front,Ulmus spp.,2,1
"111 PLAINFIELD ST
Providence, RI
(41.81565347090838, -71.44570111197407)",PLAINFIELD ST,Front,Empty Site,0,2
"41 ATWOOD ST
Providence, RI
(41.81456432534131, -71.44390718367752)",ATWOOD ST,Front,Empty Site,0,1
"44 ATWOOD ST
Providence, RI
(41.814433571284546, -71.44374369942858)",ATWOOD ST,Front,Empty Site,0,1
"10 TROY ST
Providence, RI
(41.81628240046807, -71.44127552949415)",TROY ST,Front,Platanus x acerifolia,7,1
"10 TROY ST
Providence, RI
(41.81628240046807, -71.44127552949415)",TROY ST,Front,Platanus x acerifolia,7,2
"10 TROY ST
Providence, RI
(41.81628240046807, -71.44127552949415)",TROY ST,Front,Platanus x acerifolia,7,3
"10 TROY ST
Providence, RI
(41.81628240046807, -71.44127552949415)",TROY ST,Front,Platanus x acerifolia,6,4
"10 TROY ST
Providence, RI
(41.81628240046807, -71.44127552949415)",TROY ST,Front,Platanus x acerifolia,6,5
"27 CHAFFEE ST
Providence, RI
(41.81917293116707, -71.4446053045918)",CHAFFEE ST,Front,Acer platanoides,28,1
"36 CHAFFEE ST
Providence, RI
(41.81937061732824, -71.4444626582544)",CHAFFEE ST,Front,Stump,17,1
"36 CHAFFEE ST
Providence, RI
(41.81937061732824, -71.4444626582544)",CHAFFEE ST,Front,Acer platanoides,20,2
"30 CHAFFEE ST
Providence, RI
(41.819291716820906, -71.44462891289486)",CHAFFEE ST,Front,Stump,15,1
"22 APPLETON ST
Providence, RI
(41.819596624403225, -71.44335847613098)",APPLETON ST,Front,Empty Pit,14,1
"22 APPLETON ST
Providence, RI
(41.819596624403225, -71.44335847613098)",APPLETON ST,Front,Fraxinus pennsylvanica,4,2
"53 DELAINE ST
Providence, RI
(41.819607797564636, -71.44080949359805)",DELAINE ST,Front,Empty Pit,14,1
"53 DELAINE ST
Providence, RI
(41.819607797564636, -71.44080949359805)",DELAINE ST,Front,Fraxinus pennsylvanica,4,2
"53 DELAINE ST
Providence, RI
(41.819607797564636, -71.44080949359805)",DELAINE ST,Front,Empty Pit,14,3
"75 DELAINE ST
Providence, RI
(41.81959626230278, -71.44171579360801)",DELAINE ST,Front,Fraxinus pennsylvanica,5,1
"109 DELAINE ST
Providence, RI
(41.81925676415027, -71.44272571956782)",DELAINE ST,Front,Fraxinus pennsylvanica,5,1
"133 DELAINE ST
Providence, RI
(41.81889829592565, -71.44330643046733)",DELAINE ST,Front,Fraxinus pennsylvanica,5,1
"141 DELAINE ST
Providence, RI
(41.818795161675325, -71.44346451329365)",DELAINE ST,Front,Tilia cordata,37,1
"147 DELAINE ST
Providence, RI
(41.818717810987586, -71.44358307541339)",DELAINE ST,Front,Tilia cordata,33,1
"165 DELAINE ST
Providence, RI
(41.81848575892437, -71.44393876177259)",DELAINE ST,Front,Fraxinus pennsylvanica,5,1
"165 DELAINE ST
Providence, RI
(41.81848575892437, -71.44393876177259)",DELAINE ST,Front,Fraxinus pennsylvanica,5,2
"168 DELAINE ST
Providence, RI
(41.81835169175668, -71.44392089595163)",DELAINE ST,Front,Fraxinus pennsylvanica,5,1
"164 DELAINE ST
Providence, RI
(41.818403258881844, -71.44384185453848)",DELAINE ST,Front,Fraxinus pennsylvanica,5,1
"23 VALLEY ST
Providence, RI
(41.817618644190574, -71.44078866703306)",VALLEY ST,Front,Pyrus calleryana,2,2
"889 ATWELLS AVE
Providence, RI
(41.82503962851955, -71.44682720984447)",ATWELLS AVE,Front,Pyrus calleryana,3,1
"885 ATWELLS AVE
Providence, RI
(41.82503455634331, -71.44669026108585)",ATWELLS AVE,Front,Empty Pit,12,1
"881 ATWELLS AVE
Providence, RI
(41.82502958249753, -71.44656428537165)",ATWELLS AVE,Front,Acer saccharum,24,1
"869 ATWELLS AVE
Providence, RI
(41.8250111382211, -71.4461031784608)",ATWELLS AVE,Front,Gleditsia triacanthos,4,1
"855 ATWELLS AVE
Providence, RI
(41.8249842313663, -71.44554518092956)",ATWELLS AVE,Front,Gleditsia triacanthos,8,1
"841 ATWELLS AVE
Providence, RI
(41.82494478110487, -71.44489425161635)",ATWELLS AVE,Front,Pyrus calleryana,3,1
"831 ATWELLS AVE
Providence, RI
(41.824919474235415, -71.44447980609311)",ATWELLS AVE,Front,Gleditsia triacanthos,8,1
